MoleculeID,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP
Molecule_197,1.9,[1.88:1.9],1,0.998,0.943
Molecule_198,4.76,[2.41:7.11],1,0.401,0.194
Molecule_199,3.81,[3.77:3.85],1,0.998,0.922
Molecule_200,3.59,[3.52:3.6],1,0.998,0.856
Molecule_201,1.35,[1.31:1.39],1,0.998,0.966
Molecule_202,0.27,[0.16:0.38],1,0.998,0.769
Molecule_203,2.82,[2.79:2.85],1,0.998,0.976
Molecule_204,3.1,[3.07:3.1],1,0.998,0.944
Molecule_205,0.36,[0.35:0.36],1,0.998,0.989
Molecule_206,2.14,[0.61:3.67],1,0.429,0.379
Molecule_208,4.51,[4.49:4.53],1,0.998,0.961
Molecule_209,2.25,[2.22:2.28],1,0.998,0.957
Molecule_210,2.66,[2.65:2.67],1,0.998,0.978
Molecule_211,4.58,[4.57:4.59],1,0.998,0.964
Molecule_212,4.18,[4.13:4.23],1,0.998,0.958
Molecule_213,4.7,[4.66:4.74],1,0.998,0.853
Molecule_214,2.22,[2.15:2.29],1,0.998,0.9
Molecule_215,1.1,[1.1:1.12],1,0.998,0.94
Molecule_216,2.13,[1.51:2.75],1,0.544,0.625
Molecule_217,4,[3.5:4.5],1,0.716,0.753
Molecule_218,1.21,[1.21:1.23],1,0.998,0.92
Molecule_219,-0.09,[-0.12:-0.06],1,0.998,0.887
Molecule_220,-0.33,[-0.33:-0.29],1,0.998,0.879
Molecule_221,3.9,[3.86:3.9],1,0.998,0.878
Molecule_222,0.96,[0.94:0.98],1,0.998,0.94
Molecule_223,1.71,[1.71:1.76],1,0.998,0.913
Molecule_224,0.57,[0.5:0.64],1,0.998,0.925
Molecule_225,1.21,[1.18:1.21],1,0.998,0.908
Molecule_226,-1.08,[-1.13:-1.03],1,0.998,0.885
Molecule_227,-0.04,[-0.18:0.1],1,0.998,0.797
Molecule_228,-1.55,[-1.61:-1.49],1,0.998,0.827
Molecule_229,-0.56,[-0.59:-0.53],1,0.998,0.976
Molecule_230,2.73,[2.73:2.76],1,0.998,0.912
Molecule_231,2.85,[2.37:3.33],1,0.513,0.647
Molecule_232,3.09,[2.65:3.53],1,0.624,0.66
Molecule_233,6.5,[6.34:6.66],1,0.998,0.789
Molecule_234,-0.77,[-1.83:0.29],1,0.53,0.531
Molecule_236,3.9,[3.9:3.94],1,0.998,0.883
Molecule_237,4.78,[4.73:4.83],1,0.998,0.922
Molecule_239,3.7,[3.7:3.82],1,0.998,0.743
Molecule_240,3.07,[3.04:3.1],1,0.998,0.958
Molecule_241,4.17,[4.14:4.2],1,0.998,0.932
Molecule_243,5.79,[5.72:5.86],1,0.998,0.857
Molecule_244,1.52,[1.48:1.52],1,0.998,0.848
Molecule_245,5.21,[4.46:6.25],1,0.526,0.494
Molecule_246,4.19,[4.18:4.2],1,0.998,0.972
Molecule_247,6.03,[5.48:6.54],1,0.627,0.653
Molecule_248,7.3,[7.24:7.36],1,0.998,0.778
Molecule_249,3.99,[3.96:4.02],1,0.998,0.976
Molecule_250,4.04,[4.02:4.06],1,0.998,0.975
Molecule_251,4.3,[4.25:4.3],1,0.998,0.86
Molecule_252,3.99,[3.93:3.99],1,0.998,0.888
Molecule_254,3.66,[3.15:4.17],1,0.827,0.763
Molecule_255,4.47,[4.43:4.51],1,0.998,0.961
Molecule_256,-4.67,[-5.91:-3.43],0,0.383,0.367
Molecule_257,1.18,[1.18:1.36],1,0.998,0.707
Molecule_258,3.33,[3.31:3.35],1,0.998,0.955
Molecule_259,1.94,[1.91:1.97],1,0.998,0.979
Molecule_260,3.44,[3.42:3.46],1,0.998,0.991
Molecule_261,2.39,[2.37:2.41],1,0.998,0.965
Molecule_262,1.39,[1.37:1.41],1,0.998,0.962
Molecule_263,-0.3,[-0.33:-0.27],1,0.998,0.929
Molecule_264,0.75,[0.65:0.85],1,0.998,0.837
Molecule_266,-0.4,[-0.4:-0.37],1,0.998,0.87
Molecule_267,2.22,[2.2:2.24],1,0.998,0.942
Molecule_268,1.74,[1.21:2.47],0,0.466,0.562
Molecule_269,3.34,[3.08:3.6],1,0.68,0.743
Molecule_270,0.33,[-1.08:1.74],1,0.421,0.341
Molecule_271,2.42,[2.39:2.45],1,0.998,0.966
Molecule_272,2.81,[2.4:3.1],1,0.451,0.648
Molecule_273,2.97,[2.1:3.56],1,0.772,0.61
Molecule_275,1.29,[-0.02:2.6],1,0.412,0.406
Molecule_277,3.38,[3.36:3.4],1,0.998,0.953
Molecule_278,5.7,[5.64:5.76],1,0.998,0.897
Molecule_279,3.82,[2.27:5.37],1,0.495,0.339
Molecule_280,0.45,[0.45:0.48],1,0.998,0.895
Molecule_281,0.96,[0.94:0.98],1,0.998,0.985
Molecule_282,-3.26,[-3.3:-3.22],1,0.998,0.951
Molecule_283,1.81,[1.79:1.83],1,0.998,0.954
Molecule_284,2.1,[2.07:2.13],1,0.998,0.988
Molecule_285,1.48,[1.43:1.53],1,0.998,0.94
Molecule_286,1.9,[1.85:1.95],1,0.998,0.911
Molecule_287,0.03,[-0.01:0.07],1,0.998,0.953
Molecule_288,0.48,[0.46:0.5],1,0.998,0.956
Molecule_289,0.16,[0.12:0.2],1,0.998,0.968
Molecule_290,0.89,[-0.25:2.03],0,0.269,0.37
Molecule_291,0.25,[0.21:0.29],1,0.998,0.917
Molecule_292,-2.04,[-2.04:-2.01],1,0.998,0.871
Molecule_293,-3.39,[-3.4:-3.26],1,0.998,0.739
Molecule_294,-1.53,[-1.7:-1.29],1,0.206,0.612
Molecule_295,0.17,[0.15:0.19],1,0.998,0.951
Molecule_296,-2.05,[-2.05:-1.95],1,0.998,0.74
Molecule_297,-0.38,[-0.41:-0.35],1,0.998,0.97
Molecule_298,-1.36,[-1.38:-1.34],1,0.998,0.943
Molecule_299,-1,[-1.03:-0.97],1,0.998,0.848
Molecule_300,0.75,[0.73:0.77],1,0.998,0.98
Molecule_301,1.65,[0.58:2.72],0,0.285,0.428
Molecule_302,3.96,[3.01:4.91],1,0.657,0.598
Molecule_303,-0.13,[-0.16:-0.1],1,0.998,0.924
Molecule_304,0.03,[-0.07:0.13],1,0.998,0.85
Molecule_305,0.58,[0.5:0.66],1,0.998,0.844
Molecule_306,-1.65,[-2.84:-0.55],1,0.491,0.489
Molecule_307,2.21,[1.42:3],1,0.553,0.569
Molecule_308,4.2,[4.11:4.29],1,0.998,0.899
Molecule_309,6.6,[6.48:6.72],1,0.998,0.775
Molecule_310,3.7,[3.68:3.72],1,0.998,0.984
Molecule_311,1.45,[1.41:1.49],1,0.998,0.969
Molecule_312,0.57,[0.49:0.65],1,0.998,0.819
Molecule_313,1.32,[1.28:1.32],1,0.998,0.88
Molecule_314,1.6,[1.6:1.64],1,0.998,0.886
Molecule_315,2.78,[2.14:3.49],1,0.445,0.527
Molecule_316,1.68,[1.68:1.72],1,0.999,0.987
Molecule_317,0.53,[0.52:0.57],1,0.998,0.906
Molecule_318,6,[5.95:6.05],1,0.998,0.972
Molecule_319,-3.1,[-3.1:-2.99],1,0.998,0.741
Molecule_320,4.49,[4.44:4.54],1,0.998,0.887
Molecule_321,-3.05,[-3.08:-3.02],1,0.998,0.911
Molecule_322,0.43,[0.38:0.48],1,0.998,0.967
Molecule_323,0.05,[-0.32:0.56],1,0.74,0.709
Molecule_324,0.83,[0.79:0.87],1,0.998,0.955
Molecule_325,0.73,[0.7:0.76],1,0.998,0.916
Molecule_326,1.31,[1.28:1.34],1,0.998,0.953
Molecule_327,1.43,[1.43:1.48],1,0.998,0.873
Molecule_328,0.2,[0.17:0.23],1,0.998,0.972
Molecule_329,1.4,[1.38:1.42],1,0.998,0.96
Molecule_330,1.52,[1.5:1.54],1,0.998,0.964
Molecule_331,1.22,[1.22:1.25],1,0.998,0.88
Molecule_332,0.66,[0.1:1.22],1,0.615,0.671
Molecule_333,-0.27,[-0.3:-0.24],1,0.998,0.884
Molecule_334,0.19,[-0.38:0.76],1,0.561,0.697
Molecule_335,-2.64,[-2.65:-2.53],1,0.998,0.743
Molecule_336,-0.41,[-0.44:-0.38],1,0.998,0.968
Molecule_337,1.96,[1.94:1.98],1,0.998,0.989
Molecule_338,4.23,[3.92:4.54],1,0.728,0.767
Molecule_339,1.88,[1.86:1.9],1,0.998,0.938
Molecule_340,1.4,[1.38:1.42],1,0.998,0.97
Molecule_341,-0.33,[-0.33:-0.29],1,0.998,0.916
Molecule_342,0.8,[0.74:0.86],1,0.998,0.926
Molecule_343,1.71,[1.29:2.3],1,0.653,0.684
Molecule_344,-0.05,[-0.07:-0.03],1,0.998,0.958
Molecule_345,0.12,[0.12:0.2],1,0.998,0.803
Molecule_346,-1.91,[-4.17:0.58],0,0.407,0.148
Molecule_347,8.46,[7.54:9.41],1,0.702,0.562
Molecule_348,2.47,[2.44:2.5],1,0.998,0.936
Molecule_349,0.56,[0.53:0.59],1,0.998,0.974
Molecule_350,1.83,[1.81:1.85],1,0.998,0.99
Molecule_351,3.02,[2.65:3.24],1,0.803,0.804
Molecule_352,0.76,[0.73:0.76],1,0.998,0.842
Molecule_353,1.65,[1.28:2.02],1,0.314,0.592
Molecule_354,-1.37,[-1.54:-1.2],1,0.998,0.729
Molecule_355,-0.21,[-0.97:0.39],1,0.545,0.64
Molecule_356,-1.09,[-1.28:-0.9],1,0.362,0.63
Molecule_357,3.71,[3.66:3.76],1,0.998,0.875
Molecule_358,3.61,[3.55:3.67],1,0.998,0.879
Molecule_359,1.48,[1.33:1.49],1,0.998,0.75
Molecule_360,1.23,[1.19:1.27],1,0.998,0.943
Molecule_361,0.81,[0.77:0.85],1,0.998,0.918
Molecule_362,1.46,[1.46:1.49],1,0.998,0.895
Molecule_363,2.52,[2.5:2.54],1,0.998,0.95
Molecule_364,1.2,[1.18:1.22],1,0.998,0.971
Molecule_365,-0.57,[-0.59:-0.55],1,0.998,0.932
Molecule_366,-0.33,[-0.34:-0.32],1,0.998,0.951
Molecule_367,1.22,[1.18:1.26],1,0.998,0.931
Molecule_368,2.68,[2.64:2.72],1,0.998,0.905
Molecule_369,1.88,[1.85:1.91],1,0.998,0.971
Molecule_370,1.09,[1.02:1.16],1,0.998,0.863
Molecule_371,7.29,[7.18:7.3],1,0.998,0.758
Molecule_372,6.17,[5.49:6.85],1,0.874,0.694
Molecule_373,2.75,[2.71:2.75],1,0.998,0.87
Molecule_374,1.39,[1.36:1.42],1,0.998,0.981
Molecule_375,-0.35,[-0.38:-0.32],1,0.998,0.974
Molecule_376,0.06,[0.05:0.16],1,0.998,0.832
Molecule_377,1.24,[1.23:1.25],1,0.998,0.94
Molecule_378,2.64,[2.59:2.69],1,0.998,0.971
Molecule_379,2.18,[2.16:2.2],1,0.998,0.971
Molecule_380,0.97,[0.94:1],1,0.998,0.939
Molecule_381,0.53,[0.5:0.56],1,0.998,0.949
Molecule_382,-1.43,[-1.46:-1.4],1,0.998,0.981
Molecule_383,-0.94,[-0.99:-0.89],1,0.998,0.968
Molecule_384,-0.77,[-0.77:-0.75],1,0.998,0.861
Molecule_385,0.09,[0.02:0.16],1,0.998,0.863
Molecule_386,-0.35,[-0.77:0.13],1,0.53,0.621
Molecule_387,0.58,[0.55:0.61],1,0.998,0.967
Molecule_388,0.23,[0.11:0.35],1,0.998,0.843
Molecule_389,1.85,[1.81:1.89],1,0.998,0.883
Molecule_390,3.2,[3.16:3.24],1,0.998,0.861
Molecule_391,-0.59,[-0.6:-0.58],1,0.998,0.961
Molecule_392,2.1,[2:2.2],1,0.998,0.738
Molecule_393,0.3,[0.28:0.32],1,0.998,0.852
Molecule_394,1.77,[1.77:1.77],1,0.998,0.952
Molecule_395,3.28,[3.23:3.33],1,0.998,0.975
Molecule_396,5.72,[4.09:7.35],1,0.546,0.398
Molecule_397,-0.08,[-0.12:-0.04],1,0.998,0.932
Molecule_398,7.71,[7.61:7.81],1,0.998,0.843
Molecule_399,6.2,[6.11:6.29],1,0.998,0.95
Molecule_400,4.43,[3.8:5.1],1,0.695,0.708
Molecule_401,4.41,[4.37:4.45],1,0.998,0.952
Molecule_402,1.98,[1.95:2.01],1,0.998,0.923
Molecule_403,1.33,[1.3:1.36],1,0.998,0.956
Molecule_404,10,[9.93:10.07],1,0.998,0.934
Molecule_405,5.38,[3.94:6.5],0,0.278,0.323
Molecule_406,-0.7,[-0.75:-0.65],1,0.998,0.917
Molecule_407,-0.99,[-0.99:-0.95],1,0.998,0.861
Molecule_408,2.62,[2.08:3.23],1,0.623,0.599
Molecule_409,-0.83,[-0.9:-0.76],1,0.998,0.879
Molecule_410,3.1,[3.07:3.13],1,0.998,0.948
Molecule_411,-0.73,[-0.76:-0.7],1,0.998,0.932
Molecule_412,1.24,[1:1.49],1,0.666,0.793
Molecule_413,-0.21,[-0.24:-0.18],1,0.998,0.923
Molecule_414,-0.24,[-1.24:0.76],1,0.585,0.557
Molecule_415,-0.32,[-0.37:-0.27],1,0.998,0.899
Molecule_416,2.86,[2.84:2.88],1,0.998,0.986
Molecule_417,-1.5,[-1.5:-1.44],1,0.998,0.809
Molecule_418,0.65,[0.65:0.67],1,0.998,0.897
Molecule_419,-0.43,[-0.49:-0.37],1,0.998,0.872
Molecule_420,0.84,[0.81:0.87],1,0.998,0.948
Molecule_421,2.07,[2.03:2.11],1,0.998,0.909
Molecule_422,-0.29,[-0.31:-0.27],1,0.998,0.982
Molecule_423,0.36,[0.32:0.4],1,0.998,0.964
Molecule_424,-0.82,[-0.87:-0.77],1,0.998,0.879
Molecule_425,0.17,[-0.46:0.8],1,0.374,0.516
Molecule_426,5.49,[5.44:5.54],1,0.998,0.845
Molecule_427,5.23,[4.5:5.96],1,0.656,0.592
Molecule_428,3.32,[3.32:3.38],1,0.998,0.873
Molecule_429,2.38,[2.37:2.45],1,0.998,0.837
Molecule_430,2.42,[2.38:2.46],1,0.998,0.922
Molecule_431,0.19,[0.19:0.25],1,0.998,0.826
Molecule_432,1.99,[1.92:1.99],1,0.998,0.757
Molecule_434,0.44,[-0.24:1.11],1,0.533,0.656
Molecule_435,-0.36,[-0.36:-0.25],1,0.998,0.743
Molecule_436,2.06,[2.02:2.1],1,0.998,0.931
Molecule_437,2.03,[1.98:2.03],1,0.998,0.91
Molecule_440,-0.49,[-0.52:-0.46],1,0.998,0.942
Molecule_441,-0.74,[-0.81:-0.67],1,0.998,0.877
Molecule_442,-0.36,[-0.4:-0.32],1,0.998,0.899
Molecule_443,0.82,[0.54:1.1],1,0.546,0.752
Molecule_446,-1.3,[-1.33:-1.27],1,0.998,0.93
Molecule_447,-0.19,[-1.41:0.79],1,0.298,0.383
Molecule_448,-1.46,[-1.48:-1.44],1,0.998,0.972
Molecule_449,1.43,[1.09:2.37],0,0.46,0.504
Molecule_450,-1.43,[-1.46:-1.36],1,0.998,0.894
Molecule_451,5.09,[4.93:5.1],1,0.998,0.733
Molecule_452,1.29,[1.19:1.39],1,0.998,0.831
Molecule_453,1.29,[1.17:1.3],1,0.998,0.761
Molecule_454,4.6,[4.59:4.6],1,0.998,0.924
Molecule_455,-0.63,[-0.63:-0.58],1,0.998,0.969
Molecule_456,1.05,[0.79:1.36],1,0.638,0.725
Molecule_457,0.86,[0.86:0.93],1,0.998,0.822
Molecule_458,0.24,[0.21:0.27],1,0.998,0.928
Molecule_459,-1.86,[-3.5:0.13],1,0.596,0.296
Molecule_460,4.61,[4.22:5],1,0.504,0.656
Molecule_461,4.57,[4.52:4.62],1,0.998,0.95
Molecule_462,4.51,[4.49:4.53],1,0.998,0.951
Molecule_463,-0.32,[-0.34:-0.3],1,0.998,0.949
Molecule_464,2.67,[2.64:2.7],1,0.998,0.916
Molecule_465,2.8,[2.74:2.8],1,0.998,0.863
Molecule_466,0.83,[0.79:0.87],1,0.998,0.92
Molecule_467,-0.7,[-0.75:-0.65],1,0.998,0.893
Molecule_468,3.16,[3.1:3.22],1,0.998,0.86
Molecule_469,2.1,[2.04:2.16],1,0.998,0.938
Molecule_470,4.72,[4.41:5.03],1,0.732,0.763
Molecule_471,5.41,[5.36:5.46],1,0.998,0.888
Molecule_473,6.4,[6.36:6.44],1,0.998,0.896
Molecule_474,2.9,[2.87:2.93],1,0.998,0.981
Molecule_475,3,[2.98:3.02],1,0.998,0.966
Molecule_476,1.39,[1.31:1.4],1,0.998,0.816
Molecule_477,4.27,[3.64:4.96],1,0.653,0.648
Molecule_478,-0.54,[-0.62:-0.46],1,0.998,0.938
Molecule_479,1.6,[1.56:1.6],1,0.998,0.853
Molecule_480,2.83,[2.78:2.83],1,0.998,0.845
Molecule_481,-0.36,[-0.39:-0.33],1,0.998,0.944
Molecule_482,1.45,[1.13:1.83],1,0.565,0.671
Molecule_483,1.99,[1.93:2.05],1,0.998,0.846
Molecule_484,1.26,[1.23:1.29],1,0.998,0.954
Molecule_485,0.01,[-0.02:0.08],1,0.998,0.829
Molecule_486,1.7,[0.84:2.75],0,0.5,0.492
Molecule_487,6.54,[6.46:6.62],1,0.998,0.852
Molecule_488,2.4,[2.3:2.5],1,0.998,0.932
Molecule_490,3.22,[3.11:3.23],1,0.998,0.765
Molecule_491,7.08,[7.03:7.13],1,0.998,0.911
Molecule_492,1.96,[0.66:3.26],0,0.577,0.431
Molecule_493,3.42,[3.38:3.46],1,0.998,0.934
Molecule_494,1.51,[1.48:1.54],1,0.998,0.958
Molecule_495,5.7,[5.69:5.88],1,0.998,0.745
Molecule_496,4.27,[4.01:4.53],1,0.822,0.824
Molecule_497,2.68,[2.58:2.69],1,0.998,0.779
Molecule_498,0.09,[0:0.18],1,0.998,0.938
Molecule_499,3.5,[2.18:5.04],1,0.501,0.397
Molecule_500,3.23,[3.16:3.3],1,0.998,0.957
Molecule_501,1.86,[1.8:1.86],1,0.998,0.848
Molecule_502,-1.75,[-1.75:-1.66],1,0.998,0.783
Molecule_503,3.56,[3.54:3.58],1,0.998,0.966
Molecule_504,4.57,[4.52:4.62],1,0.998,0.815
Molecule_505,3.97,[3.73:4.24],1,0.734,0.802
Molecule_506,0.56,[0.55:0.57],1,0.998,0.926
Molecule_507,-1.29,[-1.35:-1.23],1,0.998,0.965
Molecule_508,0.39,[0.37:0.41],1,0.998,0.987
Molecule_509,3.86,[3.83:3.89],1,0.998,0.969
Molecule_510,7.38,[7.31:7.45],1,0.998,0.945
Molecule_511,6.1,[6.1:6.17],1,0.998,0.849
Molecule_512,4.25,[4.19:4.25],1,0.998,0.813
Molecule_513,1.28,[1.25:1.31],1,0.998,0.881
Molecule_514,3.56,[3.48:3.64],1,0.998,0.867
Molecule_515,4.76,[4.72:4.8],1,0.998,0.964
Molecule_516,3.84,[3.8:3.88],1,0.998,0.905
Molecule_517,4.42,[4.1:4.74],1,0.73,0.77
Molecule_518,2.46,[1.86:3.06],1,0.744,0.708
Molecule_519,-0.48,[-0.51:-0.45],1,0.998,0.951
Molecule_520,-2.78,[-2.79:-2.65],1,0.998,0.753
Molecule_521,6.02,[5.17:6.87],1,0.614,0.566
Molecule_522,5.13,[5.1:5.16],1,0.998,0.929
Molecule_523,4.6,[3.98:5.22],1,0.689,0.71
Molecule_524,6.35,[6.27:6.35],1,0.998,0.803
Molecule_525,1.7,[1.7:1.75],1,0.998,0.873
Molecule_526,-1.43,[-2.23:-0.63],1,0.569,0.547
Molecule_527,8.34,[8.23:8.35],1,0.998,0.814
Molecule_528,3.2,[2.08:4.43],1,0.446,0.413
Molecule_529,4.26,[4.2:4.26],1,0.998,0.852
Molecule_530,6.9,[6.77:6.91],1,0.998,0.731
Molecule_531,5.66,[5.63:5.69],1,0.998,0.941
Molecule_532,6.19,[6.16:6.22],1,0.998,0.942
Molecule_533,1.92,[1.92:1.95],1,0.998,0.86
Molecule_534,4.31,[2.34:6.28],1,0.491,0.303
Molecule_535,8,[7.88:8.12],1,0.998,0.783
Molecule_536,4.62,[4.62:4.77],1,0.998,0.739
Molecule_537,8,[7.93:8.07],1,0.998,0.88
Molecule_538,5.83,[5.2:6.46],1,0.617,0.612
Molecule_539,7.29,[7.25:7.33],1,0.998,0.956
Molecule_540,-0.79,[-1.85:0.27],1,0.504,0.518
Molecule_541,6.3,[3.53:9.07],1,0.585,0.176
Molecule_542,6.97,[6.89:7.05],1,0.998,0.803
Molecule_543,3.25,[3.21:3.25],1,0.998,0.871
Molecule_544,-2.94,[-3:-2.87],1,0.998,0.826
Molecule_545,3.92,[3.9:3.94],1,0.998,0.888
Molecule_546,3.6,[2.8:4.4],1,0.538,0.562
Molecule_547,0.3,[0.13:0.47],1,0.998,0.863
Molecule_548,4.72,[3.66:5.7],1,0.693,0.542
Molecule_549,3.07,[2.95:3.19],1,0.998,0.923
Molecule_550,3.06,[3.02:3.1],1,0.998,0.85
Molecule_551,2.11,[1.9:2.48],1,0.773,0.752
Molecule_552,5.3,[5.22:5.38],1,0.998,0.828
Molecule_553,1.52,[1.52:1.58],1,0.998,0.849
Molecule_554,0.83,[0.61:1.27],1,0.822,0.748
Molecule_555,3.23,[3.18:3.28],1,0.998,0.949
Molecule_556,-0.03,[-0.07:0.01],1,0.998,0.953
Molecule_557,8.42,[8.16:8.68],1,0.463,0.652
Molecule_559,0.66,[0.65:0.67],1,0.998,0.977
Molecule_560,0.28,[0.28:0.3],1,0.998,0.921
Molecule_561,1,[-0.15:2.15],0,0.268,0.37
Molecule_562,2.66,[1.7:3.62],1,0.402,0.466
Molecule_563,3.83,[3.79:3.83],1,0.999,0.983
Molecule_564,5.02,[5.02:5.11],1,0.998,0.764
Molecule_565,4.39,[4.18:4.4],1,0.998,0.711
Molecule_566,-0.12,[-0.15:-0.09],1,0.998,0.879
Molecule_567,-1.69,[-1.72:-1.66],1,0.998,0.892
Molecule_568,6.59,[6:7.27],0,0.194,0.472
Molecule_569,2.11,[2.06:2.16],1,0.998,0.973
Molecule_570,4.59,[4.59:4.63],1,0.998,0.857
Molecule_571,9.28,[9.15:9.29],1,0.998,0.736
Molecule_572,3.93,[3.89:3.97],1,0.998,0.897
Molecule_573,5.7,[5.7:5.75],1,0.998,0.926
Molecule_574,1.13,[1.02:1.24],1,0.998,0.86
Molecule_575,0.3,[0.24:0.3],1,0.998,0.838
Molecule_576,3.24,[3.23:3.25],1,0.998,0.976
Molecule_577,6.27,[6.19:6.35],1,0.998,0.849
Molecule_578,3.5,[3.5:3.58],1,0.998,0.785
Molecule_579,2.1,[2.1:2.23],1,0.998,0.745
Molecule_580,5.27,[5.24:5.27],1,0.998,0.893
Molecule_581,7.7,[5.69:9.71],1,0.425,0.232
Molecule_582,3.14,[3:3.2],1,0.998,0.763
Molecule_583,0.39,[-0.47:1.25],1,0.611,0.558
Molecule_584,2.92,[1.79:4.05],1,0.568,0.474
Molecule_585,2.42,[2:2.92],1,0.644,0.701
Molecule_586,1.45,[0.69:2.21],1,0.568,0.618
Molecule_587,3.68,[3.66:3.7],1,0.998,0.961
Molecule_588,0.39,[0.34:0.44],1,0.998,0.858
Molecule_589,-2.08,[-2.57:-1.6],1,0.528,0.626
Molecule_590,4.41,[4.27:4.55],1,0.998,0.802
Molecule_591,3.89,[3.82:3.96],1,0.998,0.833
Molecule_592,2.86,[2.79:2.93],1,0.998,0.847
Molecule_593,7.53,[7.53:7.61],1,0.998,0.837
Molecule_594,8.1,[8.03:8.17],1,0.998,0.97
Molecule_595,2.43,[0.01:4.93],1,0.474,0.172
Molecule_596,0.39,[-0.48:1.26],1,0.605,0.554
Molecule_597,-0.43,[-1.89:1.03],1,0.521,0.412
Molecule_598,-2.78,[-2.79:-2.64],1,0.998,0.742
Molecule_599,1.09,[0.4:1.78],1,0.553,0.573
Molecule_600,-3.59,[-3.6:-3.44],1,0.998,0.724
Molecule_601,1.16,[0.06:2.26],1,0.402,0.443
Molecule_602,-1.81,[-2.7:-1.1],1,0.49,0.546
Molecule_603,3.73,[3.22:4.24],1,0.618,0.665
Molecule_604,4,[3.93:4.07],1,0.998,0.891
Molecule_605,3.96,[3.47:4.45],1,0.732,0.698
Molecule_606,3.99,[3.95:4.03],1,0.998,0.903
Molecule_607,5.73,[5.68:5.73],1,0.998,0.814
Molecule_608,4.13,[4.1:4.16],1,0.998,0.989
Molecule_609,1.21,[0.15:2.27],1,0.374,0.467
Molecule_610,6.95,[6.88:7.02],1,0.998,0.875
Molecule_611,2.87,[2.39:3.35],1,0.753,0.742
Molecule_612,1.6,[1.58:1.62],1,0.998,0.944
Molecule_613,-0.37,[-0.38:-0.22],1,0.998,0.705
Molecule_614,2,[1.98:2.02],1,0.998,0.955
Molecule_615,4.61,[4.59:4.63],1,0.998,0.944
Molecule_616,2.89,[1.88:3.9],0,0.331,0.447
Molecule_617,1.94,[1.75:2.13],1,0.545,0.76
Molecule_618,3.67,[2.93:4.41],1,0.637,0.617
Molecule_620,2.54,[2.48:2.55],1,0.998,0.856
Molecule_621,4.3,[4.2:4.3],1,0.998,0.809
Molecule_622,2.22,[2.18:2.23],1,0.998,0.84
Molecule_623,2.74,[2.74:2.76],1,0.998,0.963
Molecule_624,6.25,[6.21:6.29],1,0.998,0.914
Molecule_625,4.02,[3.82:4.19],1,0.759,0.798
Molecule_626,3.52,[3.46:3.52],1,0.998,0.856
Molecule_627,3.18,[3.18:3.2],1,0.998,0.936
Molecule_628,3.49,[3.46:3.52],1,0.998,0.895
Molecule_629,1,[-1.4:3.47],1,0.457,0.161
Molecule_632,4,[3.92:4],1,0.998,0.813
Molecule_637,3.2,[3.08:3.2],1,0.998,0.735
Molecule_639,1.22,[1.19:1.25],1,0.998,0.887
Molecule_640,0.65,[0.61:0.69],1,0.998,0.855
Molecule_642,0.63,[0.59:0.63],1,0.998,0.841
Molecule_643,0.77,[0.77:0.81],1,0.998,0.863
Molecule_644,2.53,[2.53:2.58],1,0.998,0.898
Molecule_650,3.6,[3.58:3.6],1,0.998,0.904
Molecule_662,4.58,[4.47:4.59],1,0.998,0.783
Molecule_663,2.46,[2.38:2.47],1,0.998,0.891
Molecule_664,2.4,[2.36:2.4],1,0.998,0.89
Molecule_667,3.2,[3.17:3.23],1,0.998,0.972
Molecule_668,3.2,[3.19:3.21],1,0.998,0.959
Molecule_669,1.05,[1.02:1.08],1,0.998,0.931
Molecule_672,2.24,[2.19:2.25],1,0.998,0.901
Molecule_677,0.61,[-1.3:2.52],0,0.451,0.286
Molecule_679,0.19,[-1.32:1.3],1,0.414,0.341
Molecule_680,4.36,[4:4.72],1,0.44,0.636
Molecule_681,0.88,[0.85:0.91],1,0.998,0.948
Molecule_682,3.99,[3.95:4.03],1,0.998,0.904
Molecule_683,3.06,[3.03:3.09],1,0.998,0.987
Molecule_684,0.95,[0.01:1.91],1,0.555,0.576
Molecule_685,1.06,[-0.01:2.04],1,0.572,0.505
Molecule_686,3.68,[3.17:4.19],1,0.664,0.676
Molecule_687,-0.95,[-0.97:-0.93],1,0.998,0.984
Molecule_688,3.08,[2.78:3.38],1,0.694,0.778
Molecule_689,-1.1,[-1.14:-1.06],1,0.998,0.867
Molecule_691,1.98,[1.95:2.01],1,0.998,0.928
Molecule_692,5.73,[4.94:6.52],1,0.648,0.624
Molecule_693,5.9,[5.86:5.94],1,0.998,0.853
Molecule_697,1.59,[1.55:1.6],1,0.998,0.877
Molecule_698,1.19,[1.12:1.26],1,0.998,0.94
Molecule_702,-0.77,[-0.77:-0.71],1,0.998,0.866
Molecule_703,2.4,[2.27:2.54],1,0.757,0.853
Molecule_704,1.45,[1.43:1.47],1,0.998,0.952
Molecule_705,4.94,[4.92:4.96],1,0.998,0.964
Molecule_706,1.09,[1.08:1.25],1,0.998,0.712
Molecule_707,4,[3.96:4.04],1,0.998,0.858
Molecule_708,-2.15,[-2.16:-1.96],1,0.998,0.75
Molecule_710,-0.38,[-1.99:1.23],1,0.478,0.402
Molecule_713,5.05,[4.78:5.33],1,0.481,0.629
