MoleculeID,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP
Molecule_3553,-2.38,[-4.02:-0.74],0,0.487,0.342
Molecule_3554,5.23,[4.27:6.19],1,0.487,0.558
Molecule_3555,6.76,[6:7.7],0,0.428,0.474
Molecule_3556,7.12,[6.05:8.19],0,0.501,0.465
Molecule_3557,6.61,[5.29:7.93],0,0.455,0.413
Molecule_3558,6.27,[5.12:7.75],1,0.378,0.376
Molecule_3559,5.66,[4.94:6.38],0,0.286,0.462
Molecule_3560,5.18,[4.52:5.84],1,0.465,0.647
Molecule_3561,1.93,[0.17:3.88],1,0.265,0.2
Molecule_3562,-0.27,[-0.36:-0.18],1,0.615,0.789
Molecule_3563,4.19,[1.22:7.16],1,0.433,0.1
Molecule_3564,5.41,[4.9:5.92],1,0.575,0.677
Molecule_3565,5.26,[2.86:7.3],1,0.523,0.229
Molecule_3566,6.69,[6.02:7.36],0,0.124,0.45
Molecule_3567,0.12,[-1.06:1.3],1,0.48,0.48
Molecule_3568,4.34,[2.87:5.81],1,0.453,0.389
Molecule_3569,3.16,[2.71:3.61],1,0.799,0.758
Molecule_3570,-1.41,[-3.39:1.33],0,0.198,0.1
Molecule_3571,3.03,[1.34:4.72],1,0.393,0.275
Molecule_3572,2.7,[2.24:3.16],0,0.334,0.542
Molecule_3573,4.29,[3.2:5.38],1,0.513,0.516
Molecule_3574,3.37,[3.33:3.41],1,0.998,0.924
Molecule_3575,-1.26,[-1.35:-1.17],1,0.998,0.817
Molecule_3576,0.58,[0.53:0.58],1,0.998,0.909
Molecule_3578,-0.2,[-0.21:-0.19],1,0.998,0.929
Molecule_3579,2.66,[2.02:3.3],1,0.587,0.615
Molecule_3580,0.98,[0.89:1.07],1,0.998,0.782
Molecule_3581,3.19,[3.16:3.22],1,0.998,0.929
Molecule_3582,4.3,[4.26:4.3],1,0.998,0.871
Molecule_3583,0.02,[0.01:0.22],1,0.998,0.7
Molecule_3584,6.37,[5.11:7.63],0,0.443,0.423
Molecule_3585,-0.17,[-0.18:-0.03],1,0.998,0.729
Molecule_3586,2.2,[2.16:2.2],1,0.998,0.879
Molecule_3587,3.39,[3.34:3.44],1,0.998,0.902
Molecule_3588,0.24,[0.23:0.25],1,0.998,0.961
Molecule_3589,5.5,[5.5:5.55],1,0.998,0.834
Molecule_3590,-0.46,[-0.46:-0.42],1,0.998,0.857
Molecule_3591,5.01,[4.96:5.01],1,0.998,0.84
Molecule_3592,1.34,[1.23:1.35],1,0.998,0.773
Molecule_3593,6,[5.93:6],1,0.998,0.828
Molecule_3594,2.26,[2.21:2.31],1,0.998,0.974
Molecule_3595,-2.26,[-2.29:-2.23],1,0.998,0.964
Molecule_3596,2.75,[2.33:3.17],1,0.852,0.783
Molecule_3597,-1.57,[-2.34:-0.89],0,0.368,0.515
Molecule_3598,4.5,[4.46:4.54],1,0.998,0.925
Molecule_3599,0.08,[0.05:0.11],1,0.998,0.967
Molecule_3600,3.55,[2.4:4.7],1,0.455,0.491
Molecule_3601,3.61,[2.82:4.4],1,0.365,0.498
Molecule_3602,0.24,[-0.7:1.18],1,0.406,0.5
Molecule_3603,8.17,[5.31:11.03],1,0.452,0.103
Molecule_3604,7.84,[4.89:10.79],1,0.43,0.1
Molecule_3605,0.29,[0.25:0.33],1,0.998,0.906
Molecule_3606,5.7,[5.7:5.75],1,0.998,0.863
Molecule_3607,6.2,[5.69:6.71],1,0.405,0.609
Molecule_3608,-2.69,[-5.41:0.03],0,0.349,0.1
Molecule_3609,-2.23,[-4.08:-0.38],0,0.363,0.275
Molecule_3610,-1.53,[-1.59:-1.47],1,0.998,0.962
Molecule_3612,-2.85,[-4.57:-1.13],0,0.442,0.303
Molecule_3613,-3.98,[-4.91:-3.05],0,0.404,0.476
Molecule_3614,6.37,[6.16:6.37],1,0.998,0.667
Molecule_3615,-2.27,[-2.35:-2.19],1,0.998,0.928
Molecule_3616,0.3,[0.2:0.3],1,0.998,0.74
Molecule_3617,6.85,[6:7.84],0,0.408,0.44
Molecule_3618,-0.75,[-0.75:-0.66],1,0.998,0.788
Molecule_3620,-1.37,[-3.79:1.05],0,0.404,0.19
Molecule_3621,-2.04,[-3.56:-0.45],0,0.43,0.352
Molecule_3622,6.5,[6.42:6.58],1,0.998,0.892
Molecule_3623,6.95,[4.74:9.16],1,0.344,0.192
Molecule_3624,6.1,[6.01:6.1],1,0.998,0.811
Molecule_3625,4.2,[4.15:4.25],1,0.998,0.948
Molecule_3626,0.82,[0.82:0.85],1,0.998,0.962
Molecule_3627,1.59,[1.45:1.6],1,0.998,0.753
Molecule_3628,2.95,[2.53:3.37],1,0.811,0.765
Molecule_3629,5.7,[4.81:6.59],1,0.52,0.527
Molecule_3630,-3.32,[-4.7:-1.82],0,0.454,0.363
Molecule_3631,-0.54,[-0.6:-0.48],1,0.998,0.922
Molecule_3632,6.08,[3.89:8.27],1,0.549,0.264
Molecule_3634,5.8,[5.74:5.8],1,0.998,0.841
Molecule_3635,2.43,[2.12:2.74],1,0.502,0.679
Molecule_3636,-0.79,[-2.3:0.72],0,0.334,0.317
Molecule_3637,6.01,[5.12:6.5],0,0.439,0.48
Molecule_3639,4.48,[4.3:4.67],1,0.681,0.73
Molecule_3640,6.48,[5.73:7.23],1,0.602,0.642
Molecule_3641,3.07,[3.02:3.12],1,0.998,0.929
Molecule_3643,7.24,[7.18:7.3],1,0.998,0.925
Molecule_3644,-0.52,[-1.74:0.7],1,0.327,0.368
Molecule_3645,6.3,[6.23:6.37],1,0.998,0.878
Molecule_3646,4.16,[3.31:5.06],1,0.586,0.549
Molecule_3647,0.88,[0.86:0.9],1,0.998,0.983
Molecule_3648,3.48,[3.4:3.56],1,0.998,0.942
Molecule_3649,1.53,[1.5:1.54],1,0.998,0.9
Molecule_3650,1.63,[0.45:2.81],1,0.475,0.503
Molecule_3651,2.13,[2.13:2.17],1,0.998,0.902
Molecule_3652,-4.06,[-4.06:-4.02],1,0.998,0.757
Molecule_3653,-0.29,[-0.3:-0.13],1,0.998,0.709
Molecule_3654,2.49,[2.48:2.5],1,0.998,0.951
Molecule_3655,-0.57,[-0.57:-0.53],1,0.998,0.845
Molecule_3656,1.56,[1.47:1.65],1,0.595,0.727
Molecule_3657,4.78,[4.71:4.85],1,0.998,0.835
Molecule_3658,7.87,[7.11:8.63],1,0.675,0.606
Molecule_3659,0.4,[0.39:0.54],1,0.998,0.733
Molecule_3660,3.83,[3.8:3.86],1,0.998,0.917
Molecule_3661,0.03,[-0.11:0.17],1,0.998,0.738
Molecule_3663,2.15,[1.77:2.53],1,0.698,0.777
Molecule_3665,3.09,[3.09:3.11],1,0.998,0.904
Molecule_3667,2.47,[2.37:2.57],1,0.998,0.878
Molecule_3668,-2.09,[-2.82:-1.36],0,0.485,0.589
Molecule_3669,3.29,[2.52:4.06],1,0.549,0.6
Molecule_3670,3.74,[3.12:4.36],1,0.423,0.601
Molecule_3671,1.29,[0.79:1.79],1,0.417,0.609
Molecule_3672,0.75,[0.63:0.87],1,0.998,0.771
Molecule_3674,-2.26,[-2.26:-2.22],1,0.998,0.901
Molecule_3675,-3.68,[-4.5:-2.43],0,0.726,0.497
Molecule_3676,-2.5,[-2.59:-2.41],1,0.998,0.806
Molecule_3677,0.05,[0.01:0.09],1,0.998,0.922
Molecule_3678,1.88,[1.88:2],1,0.998,0.751
Molecule_3679,6.82,[5.49:8.16],0,0.38,0.386
Molecule_3680,5.08,[5.02:5.14],1,0.998,0.852
Molecule_3684,4.3,[4.23:4.3],1,0.998,0.807
Molecule_3685,-1.12,[-2.99:0.3],0,0.377,0.265
Molecule_3686,4.13,[3.61:4.65],1,0.528,0.627
Molecule_3687,6.13,[6.04:6.22],1,0.998,0.856
Molecule_3688,6.73,[6.7:6.74],1,0.998,0.88
Molecule_3689,6.71,[5.63:7.79],0,0.434,0.457
Molecule_3690,4.03,[3.84:4.22],1,0.662,0.777
Molecule_3691,1.3,[-0.57:3.17],0,0.219,0.246
Molecule_3692,-3.29,[-3.42:-3.16],1,0.998,0.777
Molecule_3693,-1.39,[-2.93:0.15],1,0.464,0.362
Molecule_3694,-3.25,[-4.23:-2.27],0,0.539,0.512
Molecule_3695,3.61,[2.78:4.44],1,0.449,0.539
Molecule_3696,3.51,[3.51:3.53],1,0.998,0.971
Molecule_3697,6.72,[6:7.63],0,0.496,0.507
Molecule_3698,2.83,[2.8:2.86],1,0.998,0.893
Molecule_3699,-3.88,[-3.98:-3.78],1,0.998,0.796
Molecule_3700,1.36,[0.99:1.73],1,0.595,0.719
Molecule_3701,6.1,[6.01:6.1],1,0.998,0.765
Molecule_3702,2.95,[2.69:3.21],1,0.808,0.817
Molecule_3703,6.14,[5.82:6.46],0,0.422,0.618
Molecule_3704,1.5,[1.15:1.85],1,0.535,0.706
Molecule_3705,2.59,[1.78:3.4],1,0.458,0.506
Molecule_3706,3.9,[3.86:3.9],1,0.998,0.856
Molecule_3708,5.71,[5.7:5.81],1,0.998,0.776
Molecule_3709,2.78,[2.74:2.82],1,0.998,0.869
Molecule_3710,0.42,[-1.23:2.07],1,0.501,0.331
Molecule_3711,-1.05,[-1.07:-1],1,0.998,0.92
Molecule_3712,6.06,[6:6.12],1,0.998,0.855
Molecule_3713,2,[1.9:2.03],1,0.998,0.768
Molecule_3714,0.15,[-0.36:0.66],1,0.529,0.602
Molecule_3715,1.1,[1.05:1.15],1,0.998,0.908
Molecule_3716,3.01,[2.96:3.02],1,0.998,0.823
Molecule_3717,4.05,[3.07:5.23],1,0.6,0.526
Molecule_3718,0.37,[-2.09:2.83],1,0.317,0.127
Molecule_3720,0.87,[-0.83:2.57],1,0.47,0.322
Molecule_3721,6.91,[5.15:8.67],1,0.543,0.356
Molecule_3722,-0.64,[-1.09:-0.19],1,0.502,0.661
Molecule_3723,-0.61,[-0.71:-0.51],1,0.998,0.815
Molecule_3724,1.98,[1.62:2.03],1,0.998,0.71
Molecule_3725,-3.85,[-3.88:-3.73],1,0.998,0.756
Molecule_3726,2.18,[2.16:2.2],1,0.998,0.889
Molecule_3727,0.03,[0.03:0.14],1,0.998,0.746
Molecule_3728,6.58,[4.92:8.24],1,0.426,0.315
Molecule_3729,-0.78,[-2.54:0.5],1,0.291,0.249
Molecule_3730,0.84,[0.53:1.15],1,0.694,0.711
Molecule_3731,4.5,[3.23:5.77],1,0.364,0.405
Molecule_3732,-3.12,[-3.66:-2.58],0,0.484,0.574
Molecule_3733,4.38,[4.38:4.41],1,0.998,0.932
Molecule_3734,4.04,[4.01:4.04],1,0.998,0.895
Molecule_3736,2.65,[2.61:2.68],1,0.998,0.933
Molecule_3737,3.1,[3.09:3.11],1,0.998,0.972
Molecule_3738,-0.1,[-1.97:1.63],1,0.427,0.315
Molecule_3739,4.21,[4.13:4.29],1,0.998,0.856
Molecule_3740,2.2,[2.17:2.23],1,0.998,0.886
Molecule_3741,3.55,[3.11:3.99],1,0.68,0.691
Molecule_3743,2.64,[1.49:3.79],1,0.472,0.422
Molecule_3744,1.71,[1.51:1.91],1,0.402,0.686
Molecule_3768,2.4,[2.36:2.44],1,0.998,0.909
Molecule_3769,-1.37,[-3.19:0.45],1,0.315,0.262
Molecule_3774,0.31,[-0.2:0.82],1,0.57,0.679
Molecule_3777,2,[2:2.05],1,0.998,0.897
Molecule_3778,6.5,[6.46:6.5],1,0.998,0.866
Molecule_3779,1.62,[1.62:1.67],1,0.998,0.869
Molecule_3780,-1.36,[-1.75:-0.97],1,0.666,0.729
Molecule_3781,1.19,[1.19:1.22],1,0.998,0.905
Molecule_3782,3.4,[3.35:3.45],1,0.998,0.865
Molecule_3783,0.68,[-0.99:2.35],1,0.295,0.281
Molecule_3787,-0.57,[-0.61:-0.53],1,0.998,0.889
Molecule_3788,-0.25,[-0.25:-0.23],1,0.998,0.886
Molecule_3789,5.13,[4.44:5.82],1,0.613,0.6
Molecule_3790,4.7,[3.68:5.72],1,0.581,0.542
Molecule_3791,0.84,[0.13:1.55],1,0.568,0.644
Molecule_3792,2.33,[2.3:2.36],1,0.998,0.953
Molecule_3793,1.79,[1.79:1.83],1,0.998,0.832
Molecule_3794,1.43,[1.39:1.47],1,0.998,0.981
Molecule_3795,-0.34,[-0.36:-0.32],1,0.998,0.922
Molecule_3796,-0.34,[-0.34:-0.28],1,0.998,0.831
Molecule_3797,1.5,[1.44:1.56],1,0.998,0.86
Molecule_3798,-1.51,[-1.56:-1.46],1,0.998,0.896
Molecule_3799,1.94,[1.9:1.98],1,0.998,0.851
Molecule_3800,-1.43,[-3.24:0.38],0,0.358,0.298
Molecule_3801,1.05,[0.98:1.12],1,0.998,0.816
Molecule_3802,-3.4,[-3.48:-3.32],1,0.998,0.786
Molecule_3803,2.54,[2.53:2.55],1,0.998,0.907
Molecule_3804,2.05,[2.04:2.06],1,0.998,0.986
Molecule_3805,-1.2,[-1.2:-1.15],1,0.998,0.836
Molecule_3806,4.26,[4.2:4.32],1,0.998,0.843
Molecule_3807,1.38,[0.93:1.83],1,0.568,0.707
Molecule_3808,5.09,[5.05:5.09],1,0.998,0.905
Molecule_3809,2.13,[2.11:2.15],1,0.998,0.987
Molecule_3811,6,[5.86:6.14],1,0.998,0.818
Molecule_3812,0.16,[0.09:0.23],1,0.998,0.976
Molecule_3816,1.7,[1.67:1.73],1,0.998,0.91
Molecule_3817,0.03,[0:0.06],1,0.998,0.978
Molecule_3818,-2.4,[-3.77:-1.03],0,0.335,0.398
Molecule_3821,-2.14,[-3.49:-0.79],0,0.33,0.406
Molecule_3823,3.71,[3.65:3.77],1,0.998,0.926
Molecule_3824,0.35,[0.35:0.4],1,0.998,0.849
Molecule_3825,2.37,[1.87:2.87],1,0.473,0.647
Molecule_3826,-0.61,[-0.66:-0.56],1,0.998,0.846
Molecule_3827,-1.57,[-2.93:-0.21],1,0.524,0.393
Molecule_3828,2.91,[2.87:2.95],1,0.998,0.867
Molecule_3830,5.26,[4.95:5.57],1,0.711,0.754
Molecule_3831,-0.38,[-0.38:-0.32],1,0.998,0.763
Molecule_3832,1.75,[0.65:2.85],0,0.14,0.35
Molecule_3833,-1.78,[-4.46:0.9],1,0.375,0.112
Molecule_3834,1.41,[0.3:2.88],0,0.095,0.226
Molecule_3835,0.11,[0.05:0.17],1,0.998,0.853
Molecule_3836,0.99,[0.99:1.03],1,0.998,0.834
Molecule_3837,0.41,[0.29:0.53],1,0.998,0.901
Molecule_3838,0.85,[0.85:0.92],1,0.998,0.844
Molecule_3839,1.35,[0.45:2.25],0,0.212,0.416
Molecule_3840,1.2,[1.2:1.24],1,0.998,0.883
Molecule_3841,3.1,[3:3.2],1,0.998,0.771
Molecule_3842,3.21,[3.17:3.25],1,0.998,0.972
Molecule_3846,2.37,[2.34:2.4],1,0.998,0.902
Molecule_3847,1.33,[1.3:1.36],1,0.998,0.935
Molecule_3848,-2.09,[-2.1:-1.88],1,0.998,0.707
Molecule_3849,0.93,[0.88:0.98],1,0.998,0.885
Molecule_3850,2,[1.97:2.03],1,0.998,0.951
Molecule_3851,-1.74,[-3.79:0.3],0,0.23,0.181
Molecule_3852,-0.01,[-0.98:0.96],1,0.377,0.466
Molecule_3853,6.05,[5.96:6.14],1,0.998,0.835
Molecule_3854,4.7,[4.64:4.76],1,0.998,0.901
Molecule_3860,-1.8,[-1.84:-1.8],1,0.998,0.878
Molecule_3861,6.1,[6.08:6.12],1,0.998,0.886
Molecule_3867,1.8,[1.76:1.81],1,0.998,0.867
Molecule_3868,2.67,[1.84:3.99],1,0.543,0.434
Molecule_3869,1.81,[1.76:1.81],1,0.998,0.816
Molecule_3870,4.28,[4.24:4.32],1,0.998,0.883
Molecule_3871,4.7,[4.63:4.77],1,0.998,0.831
Molecule_3872,3.14,[2.82:3.46],1,0.998,0.707
Molecule_3876,2.29,[2.29:2.33],1,0.998,0.897
Molecule_3877,3.2,[3.2:3.24],1,0.998,0.875
Molecule_3887,-0.13,[-1.32:1],1,0.394,0.441
Molecule_3888,3.76,[1.78:5.74],0,0.457,0.275
Molecule_3889,0.3,[0.23:0.3],1,0.998,0.8
Molecule_3890,7.32,[6:9.43],1,0.418,0.245
Molecule_3891,4.73,[4.65:4.73],1,0.998,0.779
Molecule_3893,3.93,[3.89:3.97],1,0.998,0.935
Molecule_3895,3.75,[3.55:3.76],1,0.998,0.703
Molecule_3897,-2.31,[-2.32:-2.15],1,0.998,0.735
Molecule_3898,-1.21,[-1.89:-0.53],1,0.526,0.55
Molecule_3899,1.61,[1.57:1.65],1,0.998,0.977
Molecule_3902,0.24,[0.24:0.29],1,0.998,0.822
Molecule_3904,6.98,[6.59:7],1,0.998,0.639
Molecule_3918,-0.7,[-0.71:-0.61],1,0.998,0.782
Molecule_3919,5.04,[4.96:5.12],1,0.998,0.816
Molecule_3920,4.81,[4.76:4.81],1,0.998,0.86
Molecule_3921,5.91,[4.76:6.97],1,0.585,0.449
Molecule_3922,4.9,[3.73:5.8],1,0.569,0.5
Molecule_3943,7,[6.11:7.89],1,0.443,0.47
Molecule_3944,-0.48,[-0.48:-0.46],1,0.998,0.966
Molecule_3949,2.78,[2.78:2.85],1,0.998,0.82
Molecule_3950,5.9,[5.13:6.5],0,0.354,0.491
Molecule_3963,1,[0.96:1.04],1,0.998,0.895
Molecule_3964,0.23,[-0.18:0.64],1,0.474,0.636
Molecule_3965,5.25,[5.2:5.3],1,0.998,0.902
Molecule_3968,-1.96,[-4.06:0.14],0,0.272,0.192
Molecule_3985,-1.1,[-1.14:-1.06],1,0.998,0.897
Molecule_3988,-1.83,[-3.21:-0.45],0,0.294,0.347
Molecule_3991,0,[-0.11:0.11],1,0.998,0.793
Molecule_3992,6.5,[6.5:6.61],1,0.998,0.767
Molecule_3994,0.13,[0.06:0.2],1,0.998,0.888
Molecule_4003,1.34,[1.29:1.39],1,0.998,0.918
Molecule_4010,4.92,[4.81:4.92],1,0.998,0.772
Molecule_4015,-1.64,[-1.69:-1.59],1,0.998,0.937
Molecule_4016,0.71,[0.68:0.74],1,0.998,0.964
Molecule_4017,-2.74,[-3.31:-2.17],0,0.591,0.617
Molecule_4018,-1.48,[-1.48:-1.41],1,0.998,0.828
Molecule_4023,2.99,[2.91:3.07],1,0.998,0.79
Molecule_4024,2.84,[2.42:3.1],1,0.518,0.63
Molecule_4025,2.24,[1.51:2.97],1,0.385,0.54
Molecule_4026,1.82,[1.75:1.89],1,0.998,0.835
Molecule_4027,1.59,[1.59:1.68],1,0.998,0.735
Molecule_4028,1.73,[1.69:1.73],1,0.998,0.89
Molecule_4029,0.66,[0.59:0.73],1,0.998,0.872
Molecule_4030,0.8,[0.77:0.83],1,0.998,0.983
Molecule_4031,0.33,[0.32:0.46],1,0.998,0.754
Molecule_4032,4.15,[4.15:4.23],1,0.998,0.743
Molecule_4033,6.5,[6.42:6.58],1,0.998,0.914
Molecule_4034,5.7,[5.69:5.71],1,0.998,0.949
Molecule_4035,-1.28,[-2.86:0.3],1,0.392,0.314
Molecule_4036,7.89,[6.24:9.54],0,0.426,0.358
Molecule_4037,3.75,[3.69:3.81],1,0.998,0.89
Molecule_4038,1.96,[1.92:2],1,0.998,0.873
Molecule_4039,6.58,[5.75:7.41],0,0.362,0.484
Molecule_4040,3.35,[2.97:3.73],1,0.509,0.665
Molecule_4041,1.71,[1.7:1.79],1,0.998,0.809
Molecule_4042,2.82,[2.8:2.88],1,0.998,0.873
Molecule_4043,5.33,[5.32:5.34],1,0.998,0.984
Molecule_4044,0.61,[0.61:0.7],1,0.998,0.765
Molecule_4045,1.1,[1.1:1.14],1,0.998,0.871
Molecule_4046,3.6,[3.57:3.6],1,0.998,0.945
Molecule_4047,2.97,[2.95:2.99],1,0.998,0.979
Molecule_4048,1.77,[1.45:2.13],1,0.642,0.66
Molecule_4049,1.99,[1.97:2.01],1,0.998,0.976
Molecule_4050,-1.8,[-1.89:-1.71],1,0.998,0.932
Molecule_4051,6.79,[6.39:7.19],1,0.783,0.769
Molecule_4052,0.61,[0.61:0.64],1,0.998,0.888
Molecule_4054,-2.39,[-4.59:-0.19],0,0.386,0.203
Molecule_4055,-0.96,[-1.03:-0.89],1,0.998,0.968
Molecule_4056,-0.94,[-0.94:-0.88],1,0.998,0.911
Molecule_4057,1.98,[1.96:2],1,0.998,0.968
Molecule_4058,2.51,[2.46:2.56],1,0.998,0.839
Molecule_4059,-2.49,[-4.06:-0.92],0,0.286,0.294
Molecule_4060,-0.67,[-0.69:-0.65],1,0.998,0.961
Molecule_4061,-0.53,[-0.56:-0.5],1,0.998,0.969
Molecule_4062,0.41,[0.38:0.44],1,0.998,0.96
Molecule_4063,0.33,[0.3:0.36],1,0.998,0.917
Molecule_4064,0.35,[0.32:0.38],1,0.998,0.96
Molecule_4065,0.22,[0.19:0.25],1,0.998,0.932
Molecule_4066,-1.11,[-1.14:-1.08],1,0.998,0.932
Molecule_4067,-1.05,[-1.1:-1],1,0.998,0.901
Molecule_4068,-2.46,[-3.98:-0.94],1,0.499,0.406
Molecule_4069,-0.56,[-0.59:-0.53],1,0.998,0.917
Molecule_4070,1.56,[1.54:1.58],1,0.998,0.942
Molecule_4071,4.62,[4.55:4.69],1,0.998,0.858
Molecule_4072,-1.11,[-1.14:-1.08],1,0.998,0.876
Molecule_4073,0.93,[0.89:0.93],1,0.998,0.904
Molecule_4074,1.15,[1.08:1.15],1,0.998,0.841
Molecule_4075,0.92,[0.88:0.92],1,0.998,0.871
Molecule_4076,-0.35,[-0.35:-0.28],1,0.998,0.824
Molecule_4077,6.5,[6.43:6.57],1,0.998,0.881
Molecule_4078,-0.9,[-0.94:-0.86],1,0.998,0.979
Molecule_4079,4.01,[3.98:4.04],1,0.998,0.957
Molecule_4080,0.53,[0.5:0.53],1,0.998,0.895
Molecule_4081,6.84,[5.72:7.96],1,0.413,0.428
Molecule_4083,3.31,[3.3:3.42],1,0.998,0.766
Molecule_4085,3.92,[3.88:3.96],1,0.998,0.916
Molecule_4086,-2.22,[-4.6:0.16],0,0.334,0.15
Molecule_4087,-3.37,[-5.11:-1.63],0,0.292,0.268
Molecule_4088,3.25,[3.19:3.31],1,0.998,0.838
Molecule_4089,1.08,[-0.63:2.79],1,0.36,0.291
Molecule_4090,4.22,[4.17:4.27],1,0.998,0.975
Molecule_4091,5.9,[5.86:5.94],1,0.998,0.865
Molecule_4092,0,[0:0.07],1,0.998,0.775
Molecule_4093,3.9,[3.86:3.94],1,0.998,0.915
Molecule_4094,7.19,[6.15:8.74],1,0.641,0.406
Molecule_4095,-0.55,[-2.02:0.84],0,0.354,0.371
Molecule_4096,5.28,[3.72:6.84],0,0.39,0.331
Molecule_4097,-2.36,[-4.17:-0.21],0,0.304,0.182
Molecule_4098,3.41,[2.61:4.21],1,0.616,0.595
Molecule_4099,4.1,[4.04:4.16],1,0.998,0.898
Molecule_4100,2.35,[2.35:2.38],1,0.998,0.848
Molecule_4101,3.32,[3.27:3.37],1,0.998,0.948
Molecule_4102,4.4,[4.36:4.44],1,0.998,0.922
Molecule_4103,3.46,[3.11:3.71],1,0.658,0.766
Molecule_4104,8.41,[8.09:8.73],1,0.651,0.723
Molecule_4105,2.86,[0.15:5.57],0,0.091,0.1
Molecule_4106,3.9,[3.85:3.9],1,0.998,0.842
Molecule_4107,0.97,[0.94:1],1,0.998,0.946
Molecule_4108,1.2,[1.12:1.28],1,0.998,0.807
Molecule_4111,-2.04,[-2.69:-1.39],0,0.247,0.484
Molecule_4112,5.04,[3.69:6.39],0,0.326,0.338
Molecule_4113,1.88,[1.88:1.93],1,0.998,0.844
Molecule_4114,3.96,[3.96:4.01],1,0.998,0.854
Molecule_4115,0.43,[-3.81:4.67],0,0.185,0.1
Molecule_4116,1.03,[0.4:1.66],1,0.535,0.625
Molecule_4117,5.5,[5.45:5.55],1,0.998,0.943
Molecule_4118,3.83,[3.81:3.85],1,0.998,0.99
Molecule_4119,3.57,[1.76:5.38],1,0.483,0.298
Molecule_4120,1.75,[1.42:2.06],1,0.655,0.759
Molecule_4122,4.71,[3.79:5.63],1,0.594,0.582
Molecule_4123,1.98,[1.06:2.9],1,0.399,0.525
Molecule_4124,4.2,[4.15:4.2],1,0.998,0.855
Molecule_4126,0.98,[-0.09:2.05],1,0.217,0.419
Molecule_4127,1.38,[1.32:1.38],1,0.998,0.887
Molecule_4128,2.55,[2.55:2.6],1,0.998,0.819
Molecule_4129,0.41,[0.39:0.41],1,0.998,0.895
Molecule_4130,-0.3,[-0.3:-0.28],1,0.998,0.913
Molecule_4131,7.05,[7.01:7.09],1,0.998,0.882
Molecule_4132,7.19,[7.04:7.2],1,0.998,0.704
Molecule_4133,0.77,[0.33:1.21],1,0.544,0.747
Molecule_4134,-1.7,[-1.74:-1.66],1,0.998,0.928
Molecule_4135,-1.04,[-1.09:-0.99],1,0.998,0.978
Molecule_4136,4.3,[4.29:4.31],1,0.998,0.971
Molecule_4137,-0.97,[-2.27:0.06],1,0.477,0.412
Molecule_4138,0.8,[0.66:0.94],1,0.998,0.728
Molecule_4139,0.23,[-0.04:0.5],1,0.998,0.717
Molecule_4140,1.86,[1.82:1.9],1,0.998,0.959
Molecule_4141,6.1,[2.46:9],1,0.821,0.1
Molecule_4142,4.26,[2.93:5.59],1,0.635,0.451
Molecule_4143,-0.4,[-1.96:0.79],1,0.253,0.287
Molecule_4144,4.53,[4.5:4.56],1,0.998,0.916
Molecule_4145,4.26,[4.18:4.34],1,0.998,0.82
Molecule_4146,0.35,[0.22:0.48],1,0.998,0.729
Molecule_4148,3.51,[2.85:4.16],1,0.714,0.647
Molecule_4149,2.47,[-0.47:5.41],0,0.215,0.1
Molecule_4150,3.31,[1.99:4.63],1,0.529,0.426
Molecule_4151,5.18,[4.33:6.03],0,0.3,0.433
Molecule_4152,1.78,[1.68:1.88],1,0.998,0.848
Molecule_4153,2.5,[2.43:2.57],1,0.998,0.869
Molecule_4155,0.59,[0:1.24],1,0.571,0.577
Molecule_4156,-0.21,[-0.24:-0.18],1,0.998,0.917
Molecule_4157,-2.18,[-3.25:-1.11],1,0.457,0.458
Molecule_4159,1.1,[1.1:1.15],1,0.998,0.838
Molecule_4160,3.14,[3.09:3.19],1,0.998,0.916
Molecule_4161,8.29,[8.08:8.3],1,0.998,0.692
Molecule_4162,2.4,[1.34:3.46],1,0.493,0.555
Molecule_4163,0.3,[0.3:0.35],1,0.998,0.863
Molecule_4165,2.12,[1.88:2.36],1,0.611,0.772
Molecule_4166,2.18,[1.94:2.42],1,0.622,0.787
Molecule_4167,4.4,[4.4:4.51],1,0.998,0.746
Molecule_4168,3.94,[3.88:4],1,0.998,0.901
Molecule_4169,4.3,[4.28:4.32],1,0.998,0.965
Molecule_4170,-0.25,[-0.6:0.19],1,0.508,0.646
Molecule_4171,4.71,[3.54:5.8],1,0.475,0.463
Molecule_4172,6,[6:6.03],1,0.998,0.881
Molecule_4173,4.27,[4.24:4.3],1,0.998,0.951
Molecule_4174,4.64,[4.62:4.66],1,0.998,0.947
Molecule_4175,0.85,[-0.88:2.45],1,0.481,0.313
Molecule_4176,5.18,[4.8:5.52],1,0.661,0.721
Molecule_4177,3.57,[3.05:4.09],1,0.545,0.672
Molecule_4178,1.86,[1.35:2.37],1,0.709,0.718
Molecule_4179,-0.72,[-0.73:-0.49],1,0.998,0.677
Molecule_4180,0.31,[0.13:0.49],1,0.368,0.7
Molecule_4181,2.29,[2.26:2.32],1,0.998,0.883
Molecule_4182,1.43,[1.03:1.83],1,0.593,0.683
Molecule_4183,4.9,[4.9:4.95],1,0.998,0.819
Molecule_4184,3.35,[3.32:3.38],1,0.998,0.928
Molecule_4185,4.66,[2.68:6],1,0.525,0.305
Molecule_4186,2.98,[2.95:3.01],1,0.998,0.98
Molecule_4187,1.6,[1.52:1.68],1,0.998,0.805
