Superclass,my_class,total_count,measured_count,potent_frac,CASRN,PREFERRED_NAME,IUPAC_NAME,log POD (95% CI),uhat,dJ,training log POD,all reported log POD
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['16753-33-6'],['Methyl perfluorooctadecanoate'],['Methyl pentatriacontafluorooctadecanoate'],"1.06 [-1.11, 2.64]",3.750769495,0.58,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['865-86-1'],['2-(Perfluorodecyl)ethanol'],"['3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecan-1-ol']","1.07 [-1.32, 2.09]",3.41160015,0.33,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['678-39-7'],['2-(Perfluorooctyl)ethanol'],"['3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecan-1-ol']","1.07 [-1.32, 1.74]",3.057424815,0.33,1.22,1.22
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['250237-67-3'],['Tetradecyl perfluorodecanoate'],['Tetradecyl nonadecafluorodecanoate'],"1.08 [-1.26, 2.52]",3.776187847,0.56,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['94313-84-5'],['(Z)-Octadec-9-enyl (5-(((2-(((perfluorooctyl)sulphonyl)methylamino)ethoxy)carbonyl)amino)-o-tolyl)carbamate'],"['2-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctane-1-sulfonyl)(methyl)amino]ethyl (9Z)-octadec-9-en-1-yl (4-methyl-1,3-phenylene)biscarbamate']","1.09 [-2.07, 2.77]",4.84311217,0.68,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['70900-34-4'],['2-(((5-(((4-(((Heptadecafluorooctyl)sulfonyl)(methyl)amino)butoxy)carbonyl)amino)-2-methylphenyl)carbamoyl)oxy)propyl methacrylate'],"['2-[({5-[({4-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctane-1-sulfonyl)(methyl)amino]butoxy}carbonyl)amino]-2-methylphenyl}carbamoyl)oxy]propyl 2-methylprop-2-enoate']","1.10 [-1.99, 2.83]",4.813357846,0.72,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['1545-59-1'],['2-(Perfluoroundecanyl)ethanol'],"['3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-Tricosafluorotridecan-1-ol']","1.11 [-1.28, 2.16]",3.444823969,0.33,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['39239-77-5'],['2-(Perfluorododecyl)ethanol'],"['3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Pentacosafluorotetradecan-1-ol']","1.14 [-1.25, 2.31]",3.560045946,0.33,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['131883-38-0'],['Octadecyl perfluorooctanoate'],['Octadecyl pentadecafluorooctanoate'],"1.16 [-1.49, 2.50]",3.989452216,0.56,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['176676-70-3'],['2-(Perfluorotridecanyl)ethanol'],"['3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15-Heptacosafluoropentadecan-1-ol']","1.17 [-1.21, 2.35]",3.559983722,0.33,,
