Seed,Model,fold,MAE,MdAE,RMSE,R2,Algorithm,Features
8,NN_cddd,4,0.5613183167457546,0.4198527126465468,0.7584486879780896,0.5454382170760074,NN,CDDD embedding
8,NN_cddd,5,0.5057647308980632,0.3854878423245667,0.6781274104363952,0.6448948309091973,NN,CDDD embedding
8,NN_cddd,6,0.5975835846491634,0.5289736236886089,0.7626210285090268,0.5043634765750309,NN,CDDD embedding
8,NN_cddd,7,0.5534704701988958,0.48363586679032644,0.6970121097251891,0.582501225998352,NN,CDDD embedding
8,NN_cddd,8,0.5005696643564758,0.42343433218472293,0.6242868378421458,0.6757590005018367,NN,CDDD embedding
8,NN_cddd,9,0.5796081584032587,0.4284834799280375,0.7770286412934333,0.5674549879528155,NN,CDDD embedding
8,NN_maccs,0,0.6176418950162217,0.4386657062036159,0.8953249311545107,0.42655090941348317,NN,MACCS fingerprint
8,NN_maccs,1,0.64199462005769,0.5343562842110381,0.8284331385372545,0.37974244057766116,NN,MACCS fingerprint
8,NN_maccs,2,0.5483236551619383,0.4324366829089019,0.7790388980355111,0.5138866766932797,NN,MACCS fingerprint
8,NN_maccs,3,0.538899907812434,0.4002762955098311,0.738815751753393,0.5735054201479461,NN,MACCS fingerprint
8,NN_maccs,4,0.5952101627324792,0.49628660287538295,0.7844216928457186,0.5137722941983849,NN,MACCS fingerprint
8,NN_maccs,5,0.5250165183553248,0.3978109225723687,0.7101951683545487,0.6105158199143741,NN,MACCS fingerprint
8,NN_maccs,6,0.5557055902938385,0.4225346771665428,0.7248076337039686,0.552295698829538,NN,MACCS fingerprint
8,NN_maccs,7,0.5525306770966735,0.4231330240661837,0.7331008125561723,0.5381489245367508,NN,MACCS fingerprint
8,NN_maccs,8,0.581995666682595,0.4982254517871856,0.7533664863200651,0.5278150229313401,NN,MACCS fingerprint
8,NN_maccs,9,0.6214001318314173,0.4942643388105721,0.8170799447622964,0.5217154461685782,NN,MACCS fingerprint
8,NN_morgan-512,0,0.7005455781144492,0.5467613523652752,1.0027089900931108,0.28074427089912746,NN,MORGAN fingerprint
8,NN_morgan-512,1,0.610744922705996,0.4881617491719643,0.7929079028601042,0.4317981637257994,NN,MORGAN fingerprint
8,NN_morgan-512,2,0.6325260326471944,0.44327237189991475,0.9229406655545046,0.31771346247518595,NN,MORGAN fingerprint
8,NN_morgan-512,3,0.5807224446774287,0.4211338621730878,0.8067589516081961,0.49145567782154054,NN,MORGAN fingerprint
8,NN_morgan-512,4,0.6108049940149315,0.4726856641953203,0.8389906904002922,0.4437695055229889,NN,MORGAN fingerprint
8,NN_morgan-512,5,0.6188889776954292,0.4537360427753172,0.8254163280676953,0.4738852145322964,NN,MORGAN fingerprint
8,NN_morgan-512,6,0.6244569267870226,0.49807797181929225,0.830909493225093,0.41162638223035986,NN,MORGAN fingerprint
8,NN_morgan-512,7,0.5789239195676609,0.4126330947698218,0.7809910877730554,0.47583657505960075,NN,MORGAN fingerprint
8,NN_morgan-512,8,0.647181868070752,0.5908863917566394,0.804679427499027,0.46130199294469065,NN,MORGAN fingerprint
8,NN_morgan-512,9,0.640808391360814,0.5400270065554953,0.8356366969328776,0.499744051682955,NN,MORGAN fingerprint
8,NN_rdkit,0,0.6650194110162526,0.5321937512308783,0.9231151070493826,0.3903996199106635,NN,RDKIT descriptors
8,NN_rdkit,1,0.614267743840586,0.48516653051388836,0.7889071440095542,0.437517626228597,NN,RDKIT descriptors
8,NN_rdkit,2,0.5770797830192768,0.42896380044162274,0.8147905532984815,0.46824545717479094,NN,RDKIT descriptors
8,NN_rdkit,3,0.574470498414116,0.46406016574511977,0.7995127243234252,0.5005500385655599,NN,RDKIT descriptors
8,NN_rdkit,4,0.6272112775736183,0.5186383171784752,0.836882739916857,0.44656103444354844,NN,RDKIT descriptors
8,NN_rdkit,5,0.5410498880507513,0.43016343450882544,0.7027524082604473,0.6186365385782671,NN,RDKIT descriptors
8,NN_rdkit,6,0.5536673696194729,0.45768002872084157,0.7174842179469069,0.5612971512326823,NN,RDKIT descriptors
8,NN_rdkit,7,0.5674879185914669,0.47641852162953224,0.7304641793394655,0.5414650907434566,NN,RDKIT descriptors
8,NN_rdkit,8,0.5564340335553425,0.4592083138562937,0.705352028281841,0.5860847654029051,NN,RDKIT descriptors
8,NN_rdkit,9,0.6190583559297597,0.4997637715217347,0.8137692283937691,0.5255835046149051,NN,RDKIT descriptors
8,RF_cddd,0,0.6591048129836182,0.5369169452018312,0.8699839809132797,0.45855290951216743,RF,CDDD embedding
8,RF_cddd,1,0.5841168089866473,0.4785784199694483,0.7343731254590173,0.5125942023590284,RF,CDDD embedding
8,RF_cddd,2,0.6023127787168102,0.4846915234582285,0.8063845212310456,0.47916087083651737,RF,CDDD embedding
8,RF_cddd,3,0.5360658462926094,0.3928134939246837,0.7019940953461093,0.6149579664540435,RF,CDDD embedding
8,RF_cddd,4,0.6001333559157395,0.4600880162505083,0.8165158660622407,0.47317088599037327,RF,CDDD embedding
8,RF_cddd,5,0.5552073990097055,0.5040902012939403,0.7080726194080722,0.6128404312367147,RF,CDDD embedding
8,RF_cddd,6,0.5653819202954609,0.439707638496424,0.7186496122568159,0.5598708424534335,RF,CDDD embedding
8,RF_cddd,7,0.5528275220456353,0.4563664495754305,0.7119893983178353,0.5643661569447536,RF,CDDD embedding
8,RF_cddd,8,0.5684268665589344,0.4990244829556407,0.7162327457704228,0.5732162078304964,RF,CDDD embedding
8,RF_cddd,9,0.5860596407440961,0.461606270622932,0.7777564036557194,0.566644368167047,RF,CDDD embedding
8,RF_maccs,0,0.5498198310952447,0.4438869862736725,0.730527707510381,0.6182255172418982,RF,MACCS fingerprint
8,RF_maccs,1,0.5752150320234305,0.4388507466835594,0.7390584497916248,0.5063550330371962,RF,MACCS fingerprint
8,RF_maccs,2,0.5014010939974656,0.3979765816369274,0.7074138949410143,0.5991642853907155,RF,MACCS fingerprint
8,RF_maccs,3,0.5140474092302721,0.39860495433456666,0.6887632571101531,0.6293353529675826,RF,MACCS fingerprint
8,RF_maccs,4,0.5931824495153207,0.45933044337202045,0.7948053567157959,0.5008143619078465,RF,MACCS fingerprint
8,RF_maccs,5,0.46672462225992445,0.3641767258230937,0.6076063088763431,0.714911995057232,RF,MACCS fingerprint
8,RF_maccs,6,0.4986921677390401,0.39919945800816237,0.672665406129224,0.6143938640219432,RF,MACCS fingerprint
8,RF_maccs,7,0.5132086620753908,0.37851701140641225,0.7151896364969548,0.5604411962056597,RF,MACCS fingerprint
